euid,leid,coords,address,elementary_school,middle_school,senior_school,ward
49bd0d4856,581753521.0,"(38.95853, -77.06951, 0.0)",3633 Ingomar Place NW Washington DC 20015,Murch Elementary,Deal Middle School,Wilson Senior High,Ward 3 
fd26b216da,587253033.0,"(38.87605, -77.01473, 0.0)",222 M Street SW Washington DC 20024,Amidon-Bowen Elementary,Jefferson Middle School,Eastern Senior High,Ward 6 
5290001e9e,581753461.0,"(38.91645, -77.03941, 0.0)",1725 Willard Street NW Washington DC 20009,"Reed, Marie Elementary",Columbia Heights Middle School,Cardozo Senior High,Ward 2 
7f1c3c1e92,587253721.0,"(38.91731, -76.97301, 0.0)",1600 New York Avenue Washington DC 20003,Langdon Elementary,McKinley Middle School,Dunbar Senior High,Ward 5 
239b7a4c15,581753225.0,"(38.9524, -77.02944, 0.0)",5107 13th Street NW Washington DC 20011,West Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 4 
ef5e61c57c,515573433.0,"(38.93069, -77.02423, 0.0)",3232 Georgia Avenue NW Washington DC 20010,Tubman Elementary,Columbia Heights Middle School,Cardozo Senior High,Ward 1 
079878330e,581753317.0,"(38.96181, -77.02319, 0.0)",716 Oneida Place NW Washington DC 20011,Whittier Elementary,New North Middle School,Coolidge Senior High,Ward 4 
7614b515d0,587254673.0,"(38.90446, -77.04789, 0.0)",1129 New Hampshire Avenue Washington DC 20037,School Without Walls @ Francis-Stevens Elementary,School Without Walls @ Francis-Stevens Middle School,Cardozo Senior High,Ward 2 
c51550c92e,513167773.0,"(38.96595, -77.0165, 0.0)",308 Sheridan Street NW Washington DC nan,Whittier Elementary,New North Middle School,Coolidge Senior High,Ward 4 
96ab85b5ab,581753377.0,"(38.9606, -77.0353, 0.0)",1431 Manchester Lane NW Washington DC 20011,Brightwood Elementary,New North Middle School,Coolidge Senior High,Ward 4 
2d6624e6c8,587253781.0,"(38.897, -77.0458, 0.0)",2020 F Street NW Washington DC 20006,School Without Walls @ Francis-Stevens Elementary,School Without Walls @ Francis-Stevens Middle School,Cardozo Senior High,Ward 2 
8ebfdf6260,372893453.0,"(38.89496, -76.99435, 0.0)",812 D Street NE Washington DC 20002,Ludlow-Taylor Elementary,Stuart-Hobson Middle School,Eastern Senior High,Ward 6 
d9849e3930,582730793.0,"(38.91494, -77.02849, 0.0)",1816 12th Street NW Washington DC 20009,Garrison Elementary,Shaw Middle School,Cardozo Senior High,Ward 1 
12d0cd3868,587254337.0,"(38.96977, -77.06094, 0.0)",5315 Conn Avenue NW Washington DC 20015,Lafayette Elementary,Deal Middle School,Wilson Senior High,Ward 4 
17a01dfff7,581753381.0,"(38.93997, -77.02879, 0.0)",1231 Shepherd Street NW Washington DC 20011,Powell Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 4 
1817843986,581753385.0,"(38.94054, -76.9729, 0.0)",2227 Taylor Street NE Washington DC 20018,Brookland @ Bunker Hill Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
f1295f6672,587253637.0,"(38.90427, -77.00178, 0.0)",1119 3rd Street NE Washington DC 20002,"Wilson, J.O. Elementary",Stuart-Hobson Middle School,Eastern Senior High,Ward 6 
5c9425746f,581753453.0,"(38.91342, -77.03427, 0.0)",1715 15th Street NW Washington DC 20009,Garrison Elementary,Shaw Middle School,Cardozo Senior High,Ward 2 
1a22ebf79a,587253017.0,"(38.93624, -77.08622, 0.0)",4400 Massachusetts Avenue NW Washington DC 20016,Mann Elementary,Hardy Middle School,Wilson Senior High,Ward 3 
7fdcf86be7,587253997.0,"(38.91305, -77.03617, 0.0)",1701 16th Street NW Washington DC 20009,Garrison Elementary,Shaw Middle School,Cardozo Senior High,Ward 2 
4aae895588,587254301.0,"(38.97917, -77.02897, 0.0)",1210 Geranium Street NW Washington DC 20012,Shepherd Elementary,Deal Middle School,Wilson Senior High,Ward 4 
39b09a884b,587254529.0,"(38.87732, -76.93682, 0.0)",1137 44th Place SE Washington DC 20019,Plummer Elementary,Sousa Middle School,Anacostia Senior High,Ward 7 
891521ce5f,527236721.0,"(38.95287, -77.00748, 0.0)",100 Gallatin Street NE Washington DC 20011,Lasalle-Backus Elementary,New North Middle School,Coolidge Senior High,Ward 5 
2566fbc119,587254345.0,"(38.96228, -77.0737, 0.0)",5425 Connecticut Avenue NW Washington DC 20015,Lafayette Elementary,Deal Middle School,Wilson Senior High,Ward 3 
5416739f01,587253285.0,"(38.9195, -77.01334, 0.0)",2209 Flagler Place NW Washington DC 20001,Langley Elementary,McKinley Middle School,Dunbar Senior High,Ward 5 
133751eca4,581753341.0,"(38.91795, -77.03966, 0.0)",1736 V Street NW Washington DC 20009,"Reed, Marie Elementary",Columbia Heights Middle School,Cardozo Senior High,Ward 1 
abd9cdc60a,581753173.0,"(38.92055, -77.03069, 0.0)",1331 Florida Avenue NW Washington DC 20009,Garrison Elementary,Shaw Middle School,Cardozo Senior High,Ward 1 
a78fe6a6f3,581753209.0,"(38.92675, -77.04285, 0.0)",1845 Summit Place NW Washington DC 20009,"Cooke, H.D Elementary",Columbia Heights Middle School,Cardozo Senior High,Ward 1 
46683f16e5,501097505.0,"(38.92416, -76.99124, 0.0)",1013 Evarts Street NE Washington DC 20018,Noyes Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
cdfe6643e8,501097513.0,"(38.92811, -77.0212, 0.0)",610 Columbia Road NW Washington DC 20001,Bruce Monroe @ Park View Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 1 
0cb392a986,581753277.0,"(38.94126, -77.01608, 0.0)",305 Taylor Street NW Washington DC 20011,Bruce Monroe @ Park View Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 4 
6343d853fc,581753565.0,"(38.88103, -76.99593, 0.0)",703 G Street SE Washington DC 20003,Tyler Elementary,Jefferson Middle School,Eastern Senior High,Ward 6 
a8dacc60b5,584716545.0,"(38.91576, -77.00532, 0.0)",116 T Street NE Washington DC nan,Langley Elementary,McKinley Middle School,Dunbar Senior High,Ward 5 
515a48ef50,584716593.0,"(38.88112, -76.98812, 0.0)",1301 Pennsylvania Avenue SE Washington DC nan,Tyler Elementary,Jefferson Middle School,Eastern Senior High,Ward 6 
c44107fb81,587254329.0,"(38.95875, -77.07165, 0.0)",5231 Connecticut Avenue NW Washington DC 20015,Murch Elementary,Deal Middle School,Wilson Senior High,Ward 3 
960c91d8d9,581753257.0,"(38.94614, -77.01965, 0.0)",502 Buchanan Street NW Washington DC 20011,Barnard Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 4 
79602c28fd,581753197.0,"(38.95367, -77.00793, 0.0)",24 Hamilton Street NE Washington DC 20011,Lasalle-Backus Elementary,New North Middle School,Coolidge Senior High,Ward 5 
2aca2692e2,581753261.0,"(38.96046, -77.01685, 0.0)",5807 3rd Place NW Washington DC 20011,Whittier Elementary,New North Middle School,Coolidge Senior High,Ward 4 
04faf180cc,587254281.0,"(38.9552, -77.02117, 0.0)",610 Jefferson Street NW Washington DC 20011,Truesdell Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 4 
b25f46a91f,558875377.0,"(38.95224, -77.02144, 0.0)",637 Gallatin Street NW Washington DC 20011,Truesdell Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 4 
b7b2561c41,581753597.0,"(38.92691, -77.03992, 0.0)",1650 Harvard Street NW Washington DC 20009,"Cooke, H.D Elementary",Columbia Heights Middle School,Cardozo Senior High,Ward 1 
f4852e691d,581753469.0,"(38.90448, -77.02761, 0.0)",1111 Massachusetts Avenue NW Washington DC 20005,Thomson Elementary,Shaw Middle School,Cardozo Senior High,Ward 2 
5f45a03b22,581753397.0,"(38.87772, -76.98739, 0.0)",1320 L Street SE Washington DC 20003,Tyler Elementary,Jefferson Middle School,Eastern Senior High,Ward 6 
f646a08a23,587254493.0,"(38.8928, -76.96061, 0.0)",233 Anacistia Avenue NE Washington DC 20019,Thomas Elementary,Kelly Miller Middle School,Woodson Senior High,Ward 7 
376c64f5ae,587255081.0,"(38.93209, -77.03706, 0.0)",1611 Park Road NW Washington DC 20010,Bancroft Elementary,Deal Middle School,Wilson Senior High,Ward 1 
930609ccb8,587253833.0,"(38.93619, -77.05569, 0.0)",2800 Quebec Street Washington DC 20008,Eaton Elementary,Hardy Middle School,Wilson Senior High,Ward 3 
b09984cf51,581753333.0,"(38.89224, -76.98955, 0.0)",1216 Constitution Avenue NE Washington DC 20002,Maury Elementary,Eliot-Hine Middle School,Eastern Senior High,Ward 6 
66284c80df,581755497.0,"(38.92323, -76.95232, 0.0)",3722 Hansberry Court NE Washington DC nan,Langdon Elementary,McKinley Middle School,Dunbar Senior High,Ward 5 
52324a1ea3,587252953.0,"(38.93206, -76.99704, 0.0)",625 Monroe Street NE Washington DC 20017,Noyes Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
6c779b62b3,587254065.0,"(38.93712, -77.02739, 0.0)",1001 Quebec Place NW Washington DC 20010,Raymond Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 4 
3eb3069102,581753269.0,"(38.96838, -77.01485, 0.0)",6439 2nd Place NW Washington DC 20012,Whittier Elementary,New North Middle School,Coolidge Senior High,Ward 4 
225dc30d5f,587253817.0,"(38.92208, -77.0817, 0.0)",2325 42nd Street NW Washington DC 20007,Stoddert Elementary,Hardy Middle School,Wilson Senior High,Ward 3 
1455329e2c,587255105.0,"(38.92757, -76.98686, 0.0)",1319 Hamlin Street NE Washington DC 20017,Noyes Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
41c774e92c,581753301.0,"(38.94302, -77.01638, 0.0)",318 Varnum Street NW Washington DC 20011,Barnard Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 4 
92de5ef499,581753413.0,"(38.92352, -77.02838, 0.0)",1206 Euclid Street NW Washington DC 20009,Garrison Elementary,Shaw Middle School,Cardozo Senior High,Ward 1 
d418729040,581753497.0,"(38.92471, -76.99993, 0.0)",410 Evarts Street NE Washington DC 20017,Noyes Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
67e6589df7,581753533.0,"(38.98168, -77.03595, 0.0)",7529 16th Street NW Washington DC 20012,Shepherd Elementary,Deal Middle School,Wilson Senior High,Ward 4 
97002f9b71,587252889.0,"(38.90485, -76.99476, 0.0)",800 Florida Avenue NE Washington DC 20002,Wheatley Elementary,Wheatley Middle School,Dunbar Senior High,Ward 5 
e9b5704dae,587253081.0,"(38.95852, -77.00272, 0.0)",5661 3rd Street NE Washington DC 20011,Lasalle-Backus Elementary,New North Middle School,Coolidge Senior High,Ward 4 
8981d013f4,581753389.0,"(38.91628, -77.01604, 0.0)",1904 3rd Street NW Washington DC 20001,Cleveland Elementary,Shaw Middle School,Cardozo Senior High,Ward 1 
6cf135dc1b,275164981.0,"(38.95751, -77.00825, 0.0)",7 Longfellow Street NE Washington DC 20011,Lasalle-Backus Elementary,New North Middle School,Coolidge Senior High,Ward 4 
931248a574,587254285.0,"(38.96106, -77.00336, 0.0)",241 Oglethorpe Street NE Washington DC 20011,Lasalle-Backus Elementary,New North Middle School,Coolidge Senior High,Ward 4 
9e94674f5e,581753237.0,"(38.90853, -77.03323, 0.0)",1441 Rhode Island Avenue NW Washington DC 20005,Ross Elementary,Shaw Middle School,Cardozo Senior High,Ward 2 
ed7c767c3d,587253357.0,"(38.90883, -77.0037, 0.0)",100 Florida Avenue NE Washington DC 20002,Wheatley Elementary,Wheatley Middle School,Dunbar Senior High,Ward 5 
e9aedaff3b,581753289.0,"(38.8807, -76.99353, 0.0)",716 9th Street SE Washington DC 20003,Tyler Elementary,Jefferson Middle School,Eastern Senior High,Ward 6 
13f901d571,587253565.0,"(38.90036, -77.00096, 0.0)",360 H Street NE Washington DC 20002,"Wilson, J.O. Elementary",Stuart-Hobson Middle School,Eastern Senior High,Ward 6 
db2b4d5372,266366093.0,"(38.91146, -77.01657, 0.0)",1607 New Jersey Avenue NW Washington DC 20001,Seaton Elementary,Shaw Middle School,Cardozo Senior High,Ward 5 
be0e3aea7f,581753401.0,"(38.88635, -76.97755, 0.0)",1840 Burke Street SE Washington DC 20003,Payne Elementary,Eliot-Hine Middle School,Eastern Senior High,Ward 6 
ddde5ed172,581753313.0,"(38.98211, -77.02829, 0.0)",7563 Alaska Avenue NW Washington DC 20012,Shepherd Elementary,Deal Middle School,Wilson Senior High,Ward 4 
2164925631,587254013.0,"(38.92085, -77.04259, 0.0)",1809 Belmont Road Washington DC 20009,Oyster-Adams Elementary,Oyster-Adams Middle School,Wilson Senior High,Ward 1 
269bb7af0a,587254393.0,"(38.94265, -76.98621, 0.0)",1346 Michigan Avenue NE Washington DC 20017,Brookland @ Bunker Hill Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
897f89ecf8,587253417.0,"(38.89631, -76.97246, 0.0)",505 24th Street NE Washington DC 20002,Miner Elementary,Eliot-Hine Middle School,Eastern Senior High,Ward 7 
01db7731c2,587254409.0,"(38.92667, -76.99911, 0.0)",2879 Chancellor'S Way NE Washington DC 20017,Noyes Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
15a38912b3,587254525.0,"(38.8755, -76.96043, 0.0)",3211 M Street SE Washington DC 20019,Randle Highlands Elementary,Sousa Middle School,Anacostia Senior High,Ward 7 
4849b89c17,581753561.0,"(38.94802, -76.9918, 0.0)",1013 Decatur Street NE Washington DC 20017,Brookland @ Bunker Hill Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
586f4c435b,587253309.0,"(38.9485, -77.06516, 0.0)",4501 Connecticut Avenue Washington DC 20001,Murch Elementary,Deal Middle School,Wilson Senior High,Ward 3 
6668b06446,587254485.0,"(38.89434, -76.95842, 0.0)",3334 Clay Place NE Washington DC 20019,Thomas Elementary,Kelly Miller Middle School,Woodson Senior High,Ward 7 
4ab71686ea,581753537.0,"(38.95733, -77.02016, 0.0)",5546 5th Street NW Washington DC 20011,Truesdell Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 4 
3603841f96,581753585.0,"(38.88236, -76.98139, 0.0)",1624 Potomac Avenue SE Washington DC 20003,Watkins Elementary,Stuart-Hobson Middle School,Eastern Senior High,Ward 6 
a841819537,581753593.0,"(38.88823, -76.99766, 0.0)",4 Browns Court SE Washington DC 20003,Brent Elementary,Jefferson Middle School,Eastern Senior High,Ward 6 
3f18f418f3,587253921.0,"(38.91132, -77.03698, 0.0)",1600 16th Street NW Washington DC 20009,Ross Elementary,Shaw Middle School,Cardozo Senior High,Ward 2 
61eda32df0,581753165.0,"(38.8973, -76.97172, 0.0)",548 25th Place NE Washington DC 20002,Miner Elementary,Eliot-Hine Middle School,Eastern Senior High,Ward 7 
d80b0e2af5,587253977.0,"(38.89753, -77.00038, 0.0)",400 F Street Washington DC 20009,Ludlow-Taylor Elementary,Stuart-Hobson Middle School,Eastern Senior High,Ward 6 
6104976b20,581753205.0,"(38.94642, -77.02551, 0.0)",4604 9th Street NW Washington DC 20011,West Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 4 
d21f2ebefb,581753421.0,"(38.93749, -76.98909, 0.0)",1234 Quincy Street NE Washington DC 20017,Brookland @ Bunker Hill Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
fa85b66463,581753245.0,"(38.96844, -77.02041, 0.0)",510 Underwood Street NW Washington DC 20012,Whittier Elementary,New North Middle School,Coolidge Senior High,Ward 4 
f5326c39e5,581753169.0,"(38.94986, -76.99194, 0.0)",4932 11st Street NE Washington DC 20017,Brookland @ Bunker Hill Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
2d525d8293,587254133.0,"(38.93406, -77.03145, 0.0)",1349 Oak Street NW Washington DC 20010,Raymond Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 1 
9774772cc7,587254617.0,"(38.87344, -77.01545, 0.0)",1311 Delaware Avenue SW Washington DC 20024,Amidon-Bowen Elementary,Jefferson Middle School,Eastern Senior High,Ward 6 
41b8ba940a,581753229.0,"(38.94549, -77.01868, 0.0)",423 Allison Street NW Washington DC 20011,Barnard Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 4 
c1ddace5cd,587254549.0,"(38.87508, -76.96636, 0.0)",1327 Anacostia Road SE Washington DC 20019,Randle Highlands Elementary,Sousa Middle School,Anacostia Senior High,Ward 7 
bd20681179,581753525.0,"(38.92529, -77.08025, 0.0)",4000 Tunlaw Road NW Washington DC 20007,Stoddert Elementary,Hardy Middle School,Wilson Senior High,Ward 3 
7755334d31,581753529.0,"(38.92529, -77.08025, 0.0)",4000 Tunlaw Road NW Washington DC 20007,Stoddert Elementary,Hardy Middle School,Wilson Senior High,Ward 3 
57b8bc2595,581753441.0,"(38.912, -77.0177, 0.0)",407 Warner Street NW Washington DC 20001,Seaton Elementary,Shaw Middle School,Cardozo Senior High,Ward 6 
f5dbce8c9c,587253773.0,"(38.90485, -77.034, 0.0)",1133 15th Street NW Washington DC 20005,Thomson Elementary,Shaw Middle School,Cardozo Senior High,Ward 2 
f877ffe4e3,587254645.0,"(38.83986, -77.00625, 0.0)",3605 Brothers Place SE Washington DC 20032,Simon Elementary,Hart Middle School,Ballou Senior High,Ward 8 
2970928743,581753613.0,"(38.90944, -77.06804, 0.0)",1524 34th Street NW Washington DC 20007,Hyde-Addison Elementary,Hardy Middle School,Wilson Senior High,Ward 2 
5c73c008f3,587254469.0,"(38.92752, -76.97275, 0.0)",2414 Hamlin Place NE Washington DC 20018,Langdon Elementary,McKinley Middle School,Dunbar Senior High,Ward 5 
c295ab7ae5,587254429.0,"(38.93648, -76.9901, 0.0)",1218 Perry Street NE Washington DC 20017,Brookland @ Bunker Hill Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
de9a63c803,233976161.0,"(38.93076, -76.98165, 0.0)",1609 Kearny Street NE Washington DC 20018,Burroughs Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
b3a3cd1f3d,581753545.0,"(38.9588, -76.99801, 0.0)",5721 6th Street NE Washington DC 20011,Lasalle-Backus Elementary,New North Middle School,Coolidge Senior High,Ward 4 
290decaa87,581753457.0,"(38.86433, -76.97749, 0.0)",1958 19th Place SE Washington DC 20020,Ketcham Elementary,Kramer Middle School,Anacostia Senior High,Ward 8 
40fdd8001f,581753501.0,"(38.92068, -77.03165, 0.0)",2303 14th Street NW Washington DC 20009,Garrison Elementary,Shaw Middle School,Cardozo Senior High,Ward 1 
f5cc6a1298,587254377.0,"(38.92844, -77.07982, 0.0)",4000 Cathedral Avenue NW Washington DC 20016,Stoddert Elementary,Hardy Middle School,Wilson Senior High,Ward 3 
fddda736ae,587255125.0,"(38.93118, -77.0818, 0.0)",4201 Cathedral Avenue NW Washington DC 20016,Mann Elementary,Hardy Middle School,Wilson Senior High,Ward 3 
7219f1f380,581753625.0,"(38.89874, -76.99887, 0.0)",515 G Street NE Washington DC 20002,Ludlow-Taylor Elementary,Stuart-Hobson Middle School,Eastern Senior High,Ward 6 
cf01aaef96,581753365.0,"(38.88489, -77.00418, 0.0)",149 D Street SE Washington DC 20003,Brent Elementary,Jefferson Middle School,Eastern Senior High,Ward 6 
b1f576e2e7,587254189.0,"(38.93849, -77.02994, 0.0)",1300 Randolph Street NW Washington DC 20011,Powell Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 4 
9de404edf3,587254257.0,"(38.9415075, -77.0251984, 0.0)",4142 9th Street NW Washington DC 20011,Bruce Monroe @ Park View Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 4 
7bb9dd3415,581753249.0,"(38.94725, -77.01837, 0.0)",422 Crittenden Street NW Washington DC 20011,Barnard Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 4 
94a9891219,587253185.0,"(39.01145, -77.04731, 0.0)",2208 Osborn Drive Washington DC 20910,,,,
5a468ded6d,581753701.0,"(38.94029, -76.97389, 0.0)",4119 22nd Street NE Washington DC 20018,Brookland @ Bunker Hill Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
442e6aa614,581753213.0,"(38.88089, -76.99968, 0.0)",725 5th Street SE Washington DC 20003,Brent Elementary,Jefferson Middle School,Eastern Senior High,Ward 6 
8094858120,587253021.0,"(38.93459, -76.99257, 0.0)",1000 Otis Street NE Washington DC 20017,Brookland @ Bunker Hill Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
9fd0f98449,581753305.0,"(38.92085, -77.04329, 0.0)",1831 Belmont Road NW Washington DC 20009,Oyster-Adams Elementary,Oyster-Adams Middle School,Wilson Senior High,Ward 1 
e9ec691edf,587253433.0,"(38.91129, -77.00303, 0.0)",200 Q Street NE Washington DC 20002,Langley Elementary,McKinley Middle School,Dunbar Senior High,Ward 5 
c4a05e99e6,587253273.0,"(38.91366, -77.02167, 0.0)",1727 7th Street NW Washington DC 20001,Cleveland Elementary,Shaw Middle School,Cardozo Senior High,Ward 6 
37fac61e8b,587254213.0,"(38.96149, -77.02343, 0.0)",721 Oglethorpe Street NW Washington DC 20011,Whittier Elementary,New North Middle School,Coolidge Senior High,Ward 4 
649cd9592f,587254477.0,"(38.90169, -76.95071, 0.0)",711 Anacostia Avenue NE Washington DC 20019,Thomas Elementary,Kelly Miller Middle School,Woodson Senior High,Ward 7 
7a203c590b,584716629.0,"(38.90522, -77.04538, 0.0)",2000 M Street NW Washington DC nan,School Without Walls @ Francis-Stevens Elementary,School Without Walls @ Francis-Stevens Middle School,Cardozo Senior High,Ward 2 
